Feature,Feature,AR Coefficient,MA Coefficient,Sigma2,AIC,BIC,MSE,MAE,R²,MAPE (%),SMAPE (%),Accuracy (%)
0,Mean Temperature,0.7685298455306175,-0.8856918029638773,0.37301532792743936,23894.352500815537,23931.65916344609,3.2433224485799164,1.4608151106735785,-0.9672830630159346,5.528018255501555,5.742448376757908,94.47198174449845
1,Feels-Like Temperature,-0.24995829129226346,0.43915784487553655,0.696074874180664,31894.05147292003,31931.35813555058,0.366834775070647,0.4273171243955614,-0.5637038227567746,1.5471196836691337,1.5701519463162426,98.45288031633086
2,Total Precipitation,0.3975001092196515,-0.9594751814653685,20.98215942996488,75691.84271909884,75729.1493817294,89.46273226879059,4.400981200851055,-0.0835387029804473,546457897972.87646,188.45639070071317,-546457897872.87646
3,Daylight Duration,0.9991313483232461,0.9559826711889863,0.016211837083368954,-16445.741297574416,-16408.434634943864,94305.66776250505,307.09212307056754,-11.222452738317347,0.7035276101250308,0.7010615232571328,99.29647238987496
4,Max Wind Speed,0.7645429936239752,-0.9509268759468555,7.942885630869601,63202.853464000626,63240.16012663118,8.084451535389094,2.4858407866741183,-0.8501992830030751,18.308021329217468,19.04696733535718,81.69197867078253
